job_x_id,display_title,job_description,job_type,snippet,sponsored,shift_type,extracted salary/min,extracted salary/type,salary snippet/currency,company_x_id,job_location,min_hourly_salary
212,Associate Veterinarian,"Our mission at Pet Village of Brentwood is to create a nurturing, safe and playful environment for our customers to bring their furry family members to receive all of their needs. This includes combining the best veterinary care with exceptional boarding and daycare facilities and a staff that truly loves and cares for our customers and their pets.
About us: Pet Village of Brentwood is a locally owned business in Brentwood, Tennessee. Our staff is dedicated to the mission of exceptional care and happiness for our patients and our clients. We truly believe it takes a village to help raise and care for pets. We strive to be a big business with a small business feel.
Services offered at Pet Village currently include:

 VET: We are a veterinary practice that offers comprehensive wellness care, dental and general digital radiology, soft tissue surgery, ultrasonography, internal medicine, and comprehensive in-house lab systems. We have a radiologist that rotates through our practice regularly to perform any ultrasounds for our patients. We pride ourselves in practicing excellent care in a relaxed and collaborative atmosphere.
 STAY: We understand that pet owners want the comfort of knowing their pets are comfortable, stress-free and well cared for while they are away from them. It gives pet owners great comfort knowing that there are on-site veterinary services at their disposal.
 PLAY: Our new daycare yards which are comprised of 10,000 sq. ft. of new K9 Grass is the perfect place for pets to socialize, exercise, and play in a safe environment.

What we are looking for: Pet Village of Brentwood is looking to hire a full-time associate veterinarian to our growing practice. Our ideal candidate has an interest in dentistry and surgery as well as a strong desire to work in a fun and laid-back atmosphere while implementing and executing gold-standard care for our clients and patients. The supportive and flexible culture that has been curated at Pet Village is unlike any other. Our team thrives on connecting with pet parents and ensuring high-quality patient care with exceptional client experiences. We are looking for an individual that is motivated and excited to grow professionally in a supportive, engaging environment.
Requirements:

 A Doctor of Veterinary Medicine (DVM) or related degree from an accredited university
 Licensure in good standing to practice in the state of Tennessee (or the ability to obtain Tennessee licensure in a timely fashion)
 Demonstrates excellent verbal and written communication skills
 Works collaboratively with hospital/business team members

Benefits: Our team is our family and we want to take care of them the best way we can. Pet Village offers a benefits package for our veterinarians. Some featured benefits include:

 Medical, Dental, and Vision Insurance
 Disability Insurance
 Paid Time Off
 Continuing Education PTO and CE Stipend
 Prioritization of a work-life balance
 Discounted veterinary services, boarding and daycare.

Job Type: Full-time
Benefits:

 Dental insurance
 Employee discount
 Flexible schedule
 Health insurance
 Paid time off
 Parental leave
 Professional development assistance
 Vision insurance

Job Type: Full-time
Benefits:

 401(k)
 401(k) matching
 Dental insurance
 Employee discount
 Flexible schedule
 Health insurance
 Life insurance
 Paid time off
 Professional development assistance
 Vision insurance

Schedule:

 Weekends as needed

Ability to Relocate:

 Brentwood, TN 37027: Relocate before starting work (Required)

Work Location: In person",,Licensure in good standing to practice in the state of Tennessee (or the ability to obtain Tennessee licensure in a timely fashion).,TRUE,,,,USD,212,"Brentwood, TN",
213,R-2255 REGISTERED NURSE - ORTHO/TRAUMA (Days) - $25K Signing Bonus (Evergreen) (Open),"Discover Vanderbilt University Medical Center: Located in Nashville, Tennessee, and operating at a global crossroads of teaching, discovery, and patient care, VUMC is a community of diverse individuals who come to work each day with the simple aim of changing the world. It is a place where your expertise will be valued, your knowledge expanded, and your abilities challenged. Vanderbilt Health recognizes that diversity is essential for excellence and innovation. We are committed to an inclusive environment where everyone has the chance to thrive and where your diversity of culture, thinking, learning, and leading is sought and celebrated. It is a place where employees know they are part of something that is bigger than themselves, take exceptional pride in their work and never settle for what was good enough yesterday. Vanderbilt’s mission is to advance health and wellness through preeminent programs in patient care, education, and research.
 
 Organization: Orthopaedics Team 10 
 
 Job Summary: JOB SUMMARY   This posting is for DAY SHIFT RN positions in Ortho/Ortho Trauma unit in the Adult Hospital of Vanderbilt University Medical Center. This role currently includes a $25,000 signing bonus for eligible candidates.  Applies the nursing process to plan and implement the care of patients, including patient and family education and continuum of care planning. Effectively communicates pertinent patient/family information to the health care team. Collaborates in establishing patient goals and evaluates progress to ensure effective outcomes. Furthers professional growth by engaging in learning activities according to the Board of Nursing standards. 
 .
 
  KEY RESPONSIBILITIES 
  
   Collaborates in establishing the plan of care, coordinates and implements care delivery while anticipating patient care needs across the continuum.
   Analyzes comprehensive information pertinent to the patient's care and management to determine nursing diagnosis.
   Continually utilizes the nursing process to evaluate patient's progress towards goals and applies appropriate interventions to ensure effective outcomes.
   Employs strategies to promote health and a safe and healthy environment.
   The responsibilities listed are a general overview of the position and additional duties may be assigned.
   TECHNICAL CAPABILITIES 
  
   Evidence-Based Practice (Novice): Possesses sufficient fundamental proficiency to successfully search for evidence to answer clinical questions. Generally works under the direction of others while accomplishing assignments.
   Care Planning (Novice): Demonstrates ability to anticipate resource needs, identify distinct tasks, set priorities, schedule activities, meet deadlines, and organize work within areas of direct responsibility. Competently handles multiple assignments often simultaneously by prioritizing work into manageable and measurable units. Ability to adapt to changes to patient care and area needs with minimal disruption and loss of productivity. Follows up to assure problems and issues are resolved.
   Nursing Patient Education (Novice): Possesses sufficient fundamental proficiency in providing patient education in practical applications of moderate difficulty.
   Nursing Patient Assessment &amp; Evaluation (Novice): Possesses sufficient fundamental proficiency to successfully demonstrate the ability to assess and evaluate patients in practical applications of moderate difficulty. Conducts primary care patient interviews and physical examinations. Demonstrates sufficient acumen to recognize problems, ask questions and to contact the patient's primary care provider and other members of the healthcare team. Has experience in gathering pertinent clinical data that aid in referral, treatment, or other primary care pathways.
  
 
 
 Our Nursing Philosophy: 
 We believe highly skilled and specialized nursing care is essential to Vanderbilt University Medical Center’s mission of quality in patient care, education and research. We believe nursing is an applied art and science focused on helping people, families and communities reach excellent health and well-being.
 As a Vanderbilt University Medical Center employee, you make a difference to our patients and their families by bringing compassion and care to those in need of hope and healing. Please see our current employee benefits offered:
 
  Affordable High Quality Health Plan Options
  Dental and /or vision plan
  403 (b) retirement plan
  Paid Time off (flex PTO)
  Tuition Reimbursement and adoption assistance (maximums applied)
  Short-Long term disability
  Subsidized backup childcare
  And many more... Ask us about our current inpatient nursing supplemental Pay Program! 
 
 
 Achieve the Remarkable: 
 Learn more about VUMC Nursing:
 
  Nursing Careers : http://www.vumcnursingcareers.com/index.html
  Benefits : http://www.vumcnursingcareers.com/benefits.html
  Our Nursing Philosophy : http://www.vumcnursingcareers.com/philosophy.html
  Our Nursing Leadership : http://www.vumcnursingcareers.com/leadership.html
  Shared Governance : http://www.vumcnursingcareers.com/shared-governance.html
  Education&amp; Professional Development : http://www.vumcnursingcareers.com/professional-development.html
  Life In Nashville : http://www.vumcnursingcareers.com/nashville.html
  VUMC Nursing : http://www.mc.vanderbilt.edu/root/vumc.php?site=vanderbilt-nursing
 
 
 Core Accountabilities: 
 Organizational Impact: Executes job responsibilities with the understanding of how output would affect and impact other areas related to own job area/team with occasional guidance. Problem Solving/ Complexity of work: Analyzes moderately complex problems using technical experience and judgment. Breadth of Knowledge: Has expanded knowledge gained through experience within a professional area. Team Interaction: Provides informal guidance and support to team members. 
 
 Core Capabilities : 
 Supporting Colleagues:- Develops Self and Others: Invests time, energy, and enthusiasm in developing self/others to help improve performance e and gain knowledge in new areas.- Builds and Maintains Relationships: Maintains regular contact with key colleagues and stakeholders using formal and informal opportunities to expand and strengthen relationships.- Communicates Effectively: Recognizes group interactions and modifies one's own communication style to suit different situations and audiences. Delivering Excellent Services:- Serves Others with Compassion: Seeks to understand current and future needs of relevant stakeholders and customizes services to better address them.- Solves Complex Problems: Approaches problems from different angles; Identifies new possibilities to interpret opportunities and develop concrete solutions.- Offers Meaningful Advice and Support: Provides ongoing support and coaching in a constructive manner to increase employees' effectiveness. Ensuring High Quality: - Performs Excellent Work: Engages regularly in formal and informal dialogue about quality; directly addresses quality issues promptly.- Ensures Continuous Improvement: Applies various learning experiences by looking beyond symptoms to uncover underlying causes of problems and identifies ways to resolve them. - Fulfills Safety and Regulatory Requirements: Understands all aspects of providing a safe environment and performs routine safety checks to prevent safety hazards from occurring. Managing Resources Effectively: - Demonstrates Accountability: Demonstrates a sense of ownership, focusing on and driving critical issues to closure.- Stewards Organizational Resources: Applies understanding of the departmental work to effectively manage resources for a department/area.- Makes Data Driven Decisions: Demonstrates strong understanding of the information or data to identify and elevate opportunities. Fostering Innovation:- Generates New Ideas: Proactively identifies new ideas/opportunities from multiple sources or methods to improve processes beyond conventional approaches.- Applies Technology: Demonstrates an enthusiasm for learning new technologies, tools, and procedures to address short-term challenges.- Adapts to Change: Views difficult situations and/or problems as opportunities for improvement; actively embraces change instead of emphasizing negative elements. 
 
 Position Qualifications: 
 
 Responsibilities: 
 
 Certifications: LIC-Registered Nurse - Licensure-Others 
 
 Work Experience: Relevant Work Experience 
 
 Experience Level: 1 year 
 
 Education: Graduate of an approved discipline specific program: Nursing (Required) 
 
 Vanderbilt Health recognizes that diversity is essential for excellence and innovation. We are committed to an inclusive environment where everyone has the chance to thrive and to the principles of equal opportunity and affirmative action. EOE/AA/Women/Minority/Vets/Disabled",,Evidence-Based Practice (Novice): Possesses sufficient fundamental proficiency to successfully search for evidence to answer clinical questions.,TRUE,Day shift,,,USD,1,"Nashville, TN",
217,Distribution Associate (Same Day Pay!) - Weekend shifts,"Note: This job is for Indeed Flex, but will take place at a client's worksite.
  Job Title: Distribution Associate
  Hourly Rate: $17.05 - $17.82/ hour
  Shift Times: Friday-Sunday, 5:00 a.m. - 5:30 p.m.
  Location: Mt. Juliet, TN
  Indeed Flex is hiring Distribution Associates for an insurance client that was voted one of the Best Workplaces in 2022 and 2023.
  **From September 9th, 2024 to September 30th, 2024, earn an extra $100 when you complete 5 consecutive shifts! Terms and Conditions apply**
  Benefits: 
 
  3-day work week
  Get paid the same or the next day with Same Day Pay
  $75 for every referral you give - *Terms and conditions apply*
  Paid 15-minute break every 2 hours
  Comprehensive benefits plan
  Work in a climate-controlled warehouse
  Enter the MyFlex Sweepstakes for a chance to win $1,000! *terms and conditions apply*
 
  Job Requirements:
 
  Ability to stand or walk for long periods of time
  Must be able to use a smartphone
  Punctual and consistent attendance
  Basic mathematical skills
  Comfortable with working in a warehouse environment
 
  Duties &amp; Responsibilities: 
 
  Enter customer and product info using a computer
  Conduct visual and manual quality checks on products
  Package devices with all necessary components
  Label and identify product packaging for inventory
  Complete shipping docs, print labels, and prepare orders for shipment
 
  Why You'll Love Working for Indeed Flex:
 
   Work when it works for you. Pick shift times that fit your lifestyle and schedule.
   Choose when you get paid. Get paid weekly or by the day with Same Day Pay
   New Skills and Career Development. Get upskilled in new trades. We offer a variety of free training and development opportunities.
 
 #DA123
  Equal Opportunities and Accommodations Statement
 Indeed Flex is a proud equal opportunity employer. We are deeply committed to building a workplace and global community where inclusion is not only valued, but prioritized. We are committed to creating an environment where all employees feel included and have a strong sense of belonging. All qualified applicants will be considered for employment without regard to race, color, religion, gender, gender identity or expression, family/marital status, refugee or immigration status, sexual orientation, national origin, genetics, neuro-diversity, disability, age, veteran status, or any other non-merit based or legally protected grounds. We encourage people from all backgrounds to apply and join us in choosing work that fits your lifestyle with Indeed Flex. Indeed Flex is committed to providing reasonable accommodations to qualified individuals with disabilities in the employment application process. To request an accommodation, please contact the U.S. Flexer HR team at usflexerhr@indeedflex.com
  Fair Chance Hiring
 We value diverse experiences, including those who have had prior contact with the criminal legal system. Indeed Flex is committed to providing individuals with criminal records, including formerly incarcerated individuals and individuals with arrest or conviction records, a fair chance at employment.",,"Package devices with all necessary components.
 Get paid the same or the next day with Same Day Pay.
 $75 for every referral you give - *Terms and conditions…",TRUE,Day shift,17.05,hourly,USD,105,"Mount Juliet, TN",17.05
220,Landlord Attorney,"Job Posting: Landlord Attorney
Do you find joy in advocating for landlords, ensuring they have the tools to manage their properties effectively and within the bounds of the law?
If you're ready to bring your expertise to a vibrant team where your skills can truly shine, we want to hear from you!
Position: Landlord Attorney
Location: Headquartered in Nashville, TennesseeType: Full-TimeExperience Level: We’re flexible!
Salary: Competitive + Benefits + Awesome Perks
About Us:
At The Law Office of Jennifer McCoy, we’re not just about handling legal disputes—we’re about empowering landlords to navigate the complex world of property management with confidence. We’re a spirited team of legal professionals dedicated to providing top-notch service with a side of enthusiasm and creativity.
What You'll Do:

 Legal Strategist Extraordinaire: Develop and implement effective legal strategies to address landlord issues, from lease agreements to eviction proceedings.
 Courtroom Hero: Represent clients in various legal proceedings, ensuring their interests are vigorously defended.
 Negotiation Pro: Handle negotiations with residents and other parties to reach amicable and favorable resolutions.
 Document Dynamo: Draft, review, and refine lease agreements, notices, and other legal documents with precision.
 Client Advocate: Offer expert advice and guidance to landlords, helping them understand their rights and obligations.

What We’re Looking For:

 Juris Doctorate
 License to Practice: Must be licensed to practice law in Tennessee.
 Experience: We’re flexible!
 Skills: Excellent analytical, research, and communication abilities.
 Personality: Approachable, proactive, and ready to infuse a bit of fun into the legal process!

Why You’ll Love Working With Us:

 Dynamic Work Environment: Thrive in a lively and supportive atmosphere that values creativity and innovation.
 Growth Opportunities: Enjoy continuous learning and career development in a field that’s always evolving.
 Team Spirit: Collaborate with a team that’s passionate about what they do and values each other’s contributions.
 Work-Life Balance: We believe in working smart and living well—flexible hours and remote work options available.
 Perks Galore: 100% employer paid health benefits, professional development opportunities, social events, and community volunteer opportunities galore!

The Fine Print: We have to do stuff that’s not pleasant. We evict people. We deal face-to-face with disgruntled folks. We will likely require you to go to court five days a week. Our job is high stress. If this troubles you, don’t apply-Trust us, trying to force it just won’t work! You have to bring a special kind of magic to thrive with us!
How to Apply:
Excited to help landlords make the most of their properties and to join a team that makes legal work a bit more fun? Send your resume, cover letter, and a brief note on why you’re the perfect fit for this role to info@jennifermccoylaw.com
The Law Office of Jennifer McCoy is an equal-opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.
Job Type: Full-time
Pay: $68,000.00 - $100,000.00 per year
Benefits:

 Dental insurance
 Employee assistance program
 Flexible schedule
 Health insurance
 Paid time off
 Parental leave
 Professional development assistance

Schedule:

 8 hour shift
 Monday to Friday

License/Certification:

 Bar (Preferred)

Ability to Commute:

 Nashville, TN 37214 (Required)

Ability to Relocate:

 Nashville, TN 37214: Relocate before starting work (Required)

Work Location: In person",,"License to Practice: Must be licensed to practice law in Tennessee.
 Legal Strategist Extraordinaire: Develop and implement effective legal strategies to…",TRUE,8 hour shift,68000,yearly,USD,220,"Nashville, TN",32.6923
225,Mental Health Counselor,"Voted Top Workplace 2013-2024! Awesome work culture, great benefits, inclusive, welcoming, and compassionate team.
STARS mission is to help young people pursue their unlimited potential by providing hope, health, and connection. STARS has served some of our most disenfranchised populations by providing school-based prevention and intervention services, as well as intensive outpatient treatment services for adolescents with substance use and co-occurring disorders.
The STARS Mental Health Counselor will be responsible for directing and assisting in the implementation of all program components of the Student Assistance Model in the school(s) assigned to them.
STARS Mental Health Counselors Responsibilities and Duties

 Facilitates developmentally appropriate individual and support group counseling sessions.
 Provides case management and follow-up services with students, parents, school personnel and community professionals.
 Serves and participates on school crisis team.
 Provides alcohol, drug, violence and suicide prevention/intervention services.
 Collects and maintains all appropriate student data and completes all required program reporting.
 Chief facilitator of the team process to support the team as a functional group.
 Consults with and provides consultative services to faculty members, SRO’s, parents and community persons.
 Establishes and maintains working relationships with individuals, court services, social service and counseling agencies, public and private associations, and businesses in the community in order to form partnerships and service plans to meet the needs of students and their families as deemed appropriate by STARS.

Counselor Qualifications and Skills

 Minimum of a Master’s degree in counseling, social work or a related field.
 Knowledge and experience of social service referral sources in the community.
 Must possess leadership ability and team building skills.
 Good human relation skills, strong verbal and written communication skills required.
 Well-developed problem solving skills and ability to develop conceptual alternatives.
 Must possess the ability to implement and incorporate existing protocol, practices and policies into the work environment.
 Must have the ability to organize, implement and interpret the programs, goals, objectives, policies, procedures, etc., of the business.
 Must be able to work some after school/non-traditional school hours.

Please apply on STARS Nashville's recruitment website:
https://recruiting.myapps.paychex.com/appone/MainInfoReq.asp?R_ID=4718584
Equal Opportunity Employer: STARS Nashville does not discriminate against a job applicant or an employee because of the person's race, color, religion, sex (including pregnancy, transgender status, and sexual orientation), national origin, age (40 or older), disability or genetic information.
Job Type: Full-time
Pay: $40,600.00 - $45,684.00 per year
Benefits:

 401(k)
 401(k) matching
 Dental insurance
 Employee assistance program
 Flexible spending account
 Health insurance
 Health savings account
 Life insurance
 Paid time off
 Professional development assistance
 Referral program
 Vision insurance

Schedule:

 Monday to Friday

Education:

 Master's (Required)

Experience:

 relevant: 1 year (Preferred)

Ability to Relocate:

 La Vergne, TN: Relocate before starting work (Required)

Work Location: In person",,"Minimum of a Master’s degree in counseling, social work or a related field..
 Well-developed problem solving skills and ability to develop conceptual…",TRUE,,40600,yearly,USD,126,"La Vergne, TN",19.5192
227,Optometrist,"## OverviewWe are seeking a skilled Optometrist to join our growing team. Looking for full-time or part-time O.D. Office is located in the Nashville metro area and is adjacent to a Target optical- average ~16-18 full exams per day. Open Monday-Saturday + 2 Sundays per month- very easy to choose your own work schedule. O.D. is assisted by a receptionist and a tech that pretest and check-out patients. Slower pace than other retail offices! Very competitive daily rate ~$650/day. $10,000 sign on bonus
## Duties- Conduct comprehensive eye examinations to assess vision and detect eye diseases- Prescribe eyeglasses, contact lenses, and other visual aids as needed- Diagnose and treat visual conditions such as nearsightedness, farsightedness, and astigmatism- Monitor and manage ocular health issues including glaucoma, cataracts, and diabetic retinopathy- Collaborate with other healthcare professionals for holistic patient care- Stay updated on the latest advancements in optometry practices and technologies
## Requirements- Strong knowledge of physiology, anatomy, and ophthalmology- Familiarity with HIPAA regulations and medical coding- Proficiency in conducting eye exams, assessing vital signs, and using optical equipment
Job Types: Full-time, Part-time, Temporary
Pay: $180,000.00 - $185,000.00 per year
Expected hours: 20 – 40 per week
Benefits:

 Continuing education credits
 Flexible schedule
 License reimbursement
 Paid time off

Schedule:

 Monday to Friday
 Weekends as needed

License/Certification:

 Optometry License (Preferred)

Ability to Commute:

 Smyrna, TN 37167 (Required)

Work Location: In person",Full-time,"O.D. is assisted by a receptionist and a tech that pretest and check-out patients.
 Conduct comprehensive eye examinations to assess vision and detect eye…",TRUE,,180000,yearly,USD,227,"Smyrna, TN",86.5385
229,Management trainee,"Western offers competitive pay, benefits, paid time off, paid holidays, and a fun, family-oriented culture. The Western Express campus is a state-of-the-art facility rebuilt in 2020, with three on site gyms, guided fitness classes, and a cafeteria. We are proud to be a culture that promotes from within, has infinite growth potential, and will offer relocation. One of our core values is to be hardworking, and we reward those individuals with opportunity and incentive.
Primary Responsibilities:

 Oversee a fleet of 250-300+ drivers and provide after-hours service
 Proficient in basic AS400 dispatch functions
 Maintain a driver-friendly attitude
 Answer calls and keep Qualcomm messages updated within 15 minutes to promptly address driver needs
 Communicate effectively with Dispatch Managers and Team Leads through shift change reports and individual emails
 Keep PTAs (Planned Time at Appointment) updated and collaborate with the track and plan team to ensure efficient freight service and fleet movement
 Report to Dispatch Manager Team Lead and Extended Operations Supervisor

Skills and Qualifications:

 Strong problem-solving abilities
 Service-driven mindset
 Ability to multitask efficiently in a fast-paced environment
 Excellent organizational skills
 Proficiency in typing and data entry
 Familiarity with Microsoft Outlook, Excel, and AS400
 Attention to detail and accuracy
 Independence and self-motivation
 Analytical skills and results-driven approach
 Effective communication skills, both written and verbal
 Ability to collaborate across departments
 Information gathering and monitoring skills
 Adaptability to changing situations

Experience:

 High School Diploma required
 Associate degree preferred but not mandatory
 Previous experience as an office assistant or in customer service is advantageous

Due to the collaborative nature of the work environment, the spontaneous need for idea generation and execution, and the potential for expedited remediations, responses, or information gathering, in-person, in-office attendance is an essential function of this position
Western Express is an equal opportunity employer committed to diversity and inclusion in the workplace.
Job Type: Full-time
Pay: $24.00 - $26.00 per hour
Benefits:

 401(k)
 Dental insurance
 Employee discount
 Health insurance
 Life insurance
 On-the-job training
 Paid time off
 Vision insurance

Schedule:

 Night shift

Work Location: In person",,"Answer calls and keep Qualcomm messages updated within 15 minutes to promptly address driver needs.
 Proficiency in typing and data entry.",TRUE,Night shift,24,hourly,USD,198,"Nashville, TN",24
231,"Registered Nurse, RN","Position: Registered Nurse, RN
   Pay: $74,000 - $76,500 / yearly Depending on Experience
  Caris Healthcare RN provides nursing care to patients per the physician’s orders. The hallmarks of this position are assessing, planning, implementing, and evaluating total patient care and nursing care plans for each patient.
  Caris Healthcare’s mission is to provide hospice care with grace. Serving patients throughout the Southeast region, we support our team members, patients and their families with compassion, accountability, respect, integrity and service. If you are ready for a rewarding career with a company that offers employees a culture of integrity and excellence, consider joining the Caris Healthcare team
  At Caris, you will have a career, not just a job. Our mission driven culture is evident by our current employees and the impact made on patients and families. All Caris team members commit to The Better Way, a list of promises we make to each other and our customers. The Better Way commitment is reflected in the benefits we provide. Benefits include:
  
   Competitive Salary
   Bonus Eligibility
   Eligible for benefits within 60 days
   Health Benefits (Medical, Dental, Vision); health savings account
   Earned Time Off
   401 (K) plan with company match
   Paid Training
   Mileage Reimbursement
   Tuition Reimbursement
   Flexible Scheduling
   Career Advancement Opportunities
  
 
 Responsibilities
 
  
   
    
     Assess, monitor, and document patient’s symptoms using required software symptoms
     Collaborate with patient, family, partners, and interdisciplinary team to develop individualized plans of care for patients
     Serve as patient advocate, providing information on patient rights, grievance procedures, reimbursement procedures, and patient/family responsibilities
     Observe and evaluate patient’s physical and emotional status, safety factors, and family dynamics to determine education needs for caregivers
     Supervise, evaluate, and direct aides and licensed practical nurses in accordance with guidelines and regulations.
     Participate in on-call rotating schedule and provide back-up assistance as requested
    
   
  
 
 Qualifications
 
  
   
    
     Must be a Registered Nurse licensed in the state of operation.
     Nursing experience required, with experience in Hospice or Home Health preferred.
     Must possess a sound knowledge of nursing principles, procedures and elements of patient family teaching.
    
    If you see yourself a good fit and want to join our team apply today! Caris HealthCare is an affiliate of NHC. EOE
   
  
 
 
 Licenses &amp; Certifications Required
 
  Registered Nurse
 
  Skills Preferred
 
  Training - RN",,"Must be a Registered Nurse licensed in the state of operation.
 Collaborate with patient, family, partners, and interdisciplinary team to develop individualized…",TRUE,Rotating shift,74000,yearly,USD,231,"Nashville, TN",35.5769
236,Barback,"If you are someone who loves hospitality, is confident, cares about the people you work with, and feels comfortable in a fast-paced environment we would love to speak with you! Being a barback is an excellent way to get started behind the bar if bartending is your goal!
Additional benefits that we offer:
*Health and Dental Insurance after 90 days of employment
*Flexible schedules
*Opportunities for advancement
What we will ask of you:

 Hard-working
 Organized
 Task-oriented
 Upbeat and Friendly
 Ability to work independently as well as in a team setting.

Job Types: Full-time, Part-time
Pay: From $20.00 per hour
Benefits:

 Dental insurance
 Health insurance
 Vision insurance

Shift:

 Day shift
 Night shift

Work Location: In person",Full-time,"*Health and Dental Insurance after 90 days of employment.
 Job Types: Full-time, Part-time.",FALSE,Night shift,20,hourly,USD,236,"Nashville, TN",20
238,Restaurant Support Staff,"LUOGO and Pelato restaurants are hiring!
Luogo &amp; Pelato are two Italian restaurant by Anthony Scotto which have become Nashville’s newest hotspots. After three decades in New York City’s hospitality scene, Luogo marked Anthony’s first solo venture and his first restaurant in Music City. Located in The Gulch and named after the Italian word for “the place,” Luogo offers upscale, authentic Italian food featuring Anthony’s signature northern Mediterranean flair and five-star service. Pelato is Germantown's newest casual neighborhood destination, offering Brooklyn Italian reimagined in a small plate, shareable setting.
Position Summary
Food Runners &amp; Server Assistants are the backbone and support structure to our FOH &amp; service operations. Runners &amp; SA's will work closely with servers, bartenders, and kitchen expeditors to provide world-class teamwork &amp; assistance throughout service periods. At all times, Food Runners &amp; Server Assistants are expected to be attentive to our guests' needs, making them feel welcome, comfortable, valued and relaxed.
Ideal team members are passionate about food and service and thoroughly enjoy creating excellent experiences for our guests. The ideal candidate will have a friendly, outgoing disposition and previous experience working in a bustling, fast-paced, upscale restaurant setting. Luogo service staff will work with a tight-knit team in a family-owned &amp; fast paced environment, where input and ideas are appreciated and celebrated!
Responsibilities:

 Prepare room for dining by setting tables and service stations, condiments, candles, napkins, service plates and utensils
 Adhering to sanitation, safety and alcohol beverage control policies
 Stocking side stands and expediters stations before, during, and throughout the shift
 Stay updated on current menu choices, specialties and menu adjustments
 Actively running drinks from the bar and food from the kitchen as necessary
 Maintain table setting by removing courses as completed; replenishing utensils; refilling water glasses; being alert to patron spills or other special needs
 Contribute to team effort by accomplishing related results as needed
 Perform basic cleaning tasks as needed or directed by Management
 Fill in for absent staff as needed
 Assist with Private Events as needed
 Adhere to grooming and appearance standards consistently
 Promptly address guest service issues and refer guests to management as necessary

Qualifications:

 Previous restaurant experience preferred, though not required - Service Assistant is an excellent first step into the Restaurant Industry for those looking to grow their careers
 Excellent oral communication skills required
 Positive interpersonal skills required

Server top skills &amp; proficiencies:

 Knowledge of Food Service Regulations
 Lifting
 Verbal and Written Communication
 Flexibility
 Basic Math
 Customer Service
 Resolve Conflict
 Teamwork
 Persistence
 Energy Level
 Professionalism
 Punctual

Job Type: Full-time
Pay: $20.00 - $30.00 per hour
Expected hours: 20 – 40 per week
Benefits:

 Employee discount
 Paid time off

Schedule:

 8 hour shift
 Night shift

Supplemental Pay:

 Tips

Experience:

 Restaurant: 1 year (Required)

Work Location: In person",,"Promptly address guest service issues and refer guests to management as necessary.
 Ideal team members are passionate about food and service and thoroughly enjoy…",FALSE,8 hour shift,20,hourly,USD,238,"Nashville, TN",20
239,Store Manager/Sales,"Pros Shop manager will work with customers, help with lead generation, Cold call, receive inventory, stock pro shop, and check out customer.
Upward mobility is available for the right person. Relocation for management position is an option as we add stores across the US.
Employee must be able to lift packaged over 100lbs. Operate a forklift and have excellent customer relationship skills.
Job Type: Full-time
Pay: $40,000.00 - $45,000.00 per year
Benefits:

 401(k)
 401(k) matching
 Dental insurance
 Employee discount
 Flexible schedule
 Health insurance
 Paid time off
 Vision insurance

Shift:

 Day shift

Work Location: In person",,"Pros Shop manager will work with customers, help with lead generation, Cold call, receive inventory, stock pro shop, and check out customer.",TRUE,Day shift,40000,yearly,USD,239,"Nashville, TN",19.2308
